H_mean,S_mean,V_mean,H_std,S_std,V_std,Label
22.937466666666666,40.446577777777776,217.1604,47.008169037401245,74.99697380161086,41.34292905626198,matang
41.97524444444444,14.354044444444444,223.13662222222223,62.284888558285346,34.92775126009279,53.76030837514436,matang
49.089644444444446,44.50982222222222,200.04586666666665,61.09787055287445,76.17809799827678,52.05954994708784,matang
38.73102222222222,28.695911111111112,217.98395555555555,53.2608841861304,62.340639651593854,40.898224469994105,matang
46.724755555555554,15.414977777777779,221.10635555555555,65.44724776868621,35.225085980488956,55.41106287101704,matang
23.648,25.40608888888889,228.27186666666665,44.20704527058505,61.98526798659401,35.322532935224224,matang
40.456177777777775,16.250666666666667,215.22195555555555,61.25021098967338,37.86421719777131,60.73606563702238,matang
42.012,15.983422222222222,225.0280888888889,62.479791136370196,40.6271790890389,50.26976659222264,matang
46.162977777777776,17.3436,219.0380888888889,65.39816421497163,39.28719363207869,56.96738340014193,matang
40.76128888888889,15.234133333333334,223.26195555555555,61.98998732147429,37.33907728765312,51.95600533526442,matang
42.928577777777775,14.406622222222222,221.8264888888889,62.71128986589218,35.05858513548041,55.71378230149848,matang
39.142266666666664,15.844133333333334,214.41168888888888,60.467464751954736,36.48896720660157,61.223418005357765,matang
41.87493333333333,16.065466666666666,221.54306666666668,62.1768145649164,40.186756562385625,53.92880626587448,matang
44.88671111111111,16.152,221.23915555555556,65.24129647414783,37.62669038506221,55.28702323288514,matang
39.7716,13.725822222222222,224.1175111111111,56.89390018169297,31.875133880181686,49.556906593720775,matang
56.263466666666666,23.72511111111111,211.77884444444445,69.03977538575539,47.67285871773358,62.84927349706706,matang
53.21551111111111,22.5328,220.40804444444444,71.93937076505533,44.50919445268209,52.56296403952356,matang
33.3708,28.499333333333333,226.42035555555555,50.54906325787738,64.49510265300941,38.986601845110016,matang
30.47262222222222,32.79222222222222,223.6069777777778,50.037181790828264,69.2886123845242,44.94833750700854,matang
37.6612,38.3404,216.98635555555555,50.74460073198811,69.61948254664223,44.34271019189591,matang
31.31862222222222,27.40208888888889,226.38466666666667,51.247303147380414,64.05578863661555,40.86358319525535,matang
13.682977777777777,21.373155555555556,220.28204444444444,22.880293005591696,48.46149857175535,44.662259556689875,matang
29.559155555555556,24.897244444444443,229.07155555555556,53.51261046144194,61.773877409344244,39.54278178016287,matang
15.962577777777778,20.153777777777776,205.3743111111111,26.53886583065079,44.928761354387525,60.43024612516198,matang
31.41617777777778,20.666266666666665,229.7037777777778,57.3497685401854,57.10325968372267,37.78112678684889,matang
52.59151111111111,29.410266666666665,219.2588888888889,62.49281010328654,46.14330519799763,47.98432288998019,matang
12.030844444444444,36.867555555555555,241.95084444444444,17.276425291201566,59.68667050729931,18.07423412725733,matang
38.8104,31.62631111111111,215.72693333333333,50.434229631339335,65.24977310265265,43.09076739390418,matang
53.46066666666667,28.2996,220.47546666666668,65.14925639210661,47.98456761010657,46.446650618436536,matang
53.257555555555555,27.836533333333332,221.3936888888889,67.5365778969048,48.79209442777476,50.19652431696053,matang
75.3556,32.01866666666667,223.30182222222223,66.41637610790478,47.166343066027736,38.49397027835161,matang
63.566044444444444,30.893066666666666,215.98288888888888,66.71189028050415,46.400981176599174,46.412707269655854,matang
64.68262222222222,39.06657777777778,204.77573333333333,62.20233815015455,51.229489886843226,44.89995909446293,matang
54.24155555555556,26.035066666666665,222.8592888888889,64.75405509243093,45.288780721253445,45.97369804023079,matang
39.4388,14.847955555555556,221.8684,59.73755443701688,35.07230173731944,52.62146048583431,matang
78.1684,43.925955555555554,206.3867111111111,70.65228813858599,56.246796903154326,54.28011472460742,matang
48.242133333333335,26.862355555555556,203.01706666666666,57.08135592004722,47.6807441753799,53.80903577421836,matang
48.876844444444444,36.68982222222222,210.8232888888889,62.65191661019922,51.83558977694718,52.67913413471419,matang
70.62262222222222,34.16453333333333,214.6188,66.91755082364463,48.742913284383086,44.35191763239906,matang
56.42915555555555,32.25075555555556,218.2037777777778,67.1971937489309,50.75910831768928,45.734749579086234,matang
50.01284444444445,21.392666666666667,231.9027111111111,63.709870607293055,41.52157660783126,35.08265797267439,matang
49.72311111111111,31.202933333333334,224.6508888888889,66.05666354887958,52.590641924797055,48.05473302263309,matang
47.516977777777775,21.112355555555556,233.3268,65.00159195127074,43.91175290165268,37.44802860237698,matang
54.181155555555556,27.217377777777777,226.09546666666665,68.32948008971938,49.90119918634282,45.39335875928206,matang
46.166177777777776,21.71631111111111,233.7275111111111,63.43217538312131,43.3215759505185,34.52949037215852,matang
9.719644444444445,26.528755555555556,205.97702222222222,19.647499718969677,54.18047470984996,65.42336284046443,matang
66.20204444444444,32.53382222222222,220.4884,70.48825576125921,50.42337168033132,46.59601126105109,matang
58.91502222222222,25.8364,229.1339111111111,67.69311519973026,47.48756692880545,39.57137097887378,matang
9.610088888888889,20.418,212.74804444444445,18.549204606873424,47.51560572181639,60.90931571295352,matang
77.42004444444444,36.715555555555554,212.94742222222223,73.11596364982458,54.97871489365702,44.77695875757178,matang
48.370355555555555,24.532,231.15848888888888,58.86507616845514,39.255801530191405,36.528394330756036,matang
44.60022222222222,25.9208,228.28484444444445,58.439490072643665,42.613360901951864,40.36257531259238,matang
68.77364444444444,41.74466666666667,217.12026666666668,66.74581440764842,52.11518444113321,40.27975535532018,matang
61.83337777777778,31.230755555555554,226.83702222222223,68.38956331464908,49.10451344593966,39.95261157392948,matang
34.44257777777778,13.730577777777778,241.57813333333334,57.27399286101809,37.36327654112251,21.34165841894934,matang
42.23506666666667,28.322488888888888,226.8044,61.083715863249694,44.81935793115501,44.41399387300259,matang
39.64991111111111,15.028177777777778,223.742,61.024892316286156,37.72752613457529,52.223824835456504,matang
36.706133333333334,22.3708,227.22924444444445,54.88642129326909,41.661359350308715,41.490199944434295,matang
9.424133333333334,16.802133333333334,219.55053333333333,16.602395403609016,43.17560993462242,54.093550054450425,matang
9.990666666666666,14.879288888888889,234.28088888888888,17.565440868047943,41.06538425953433,32.762833130934084,matang
30.626355555555556,24.6408,227.7924888888889,53.9386613648238,61.05588003191102,40.34803816275594,matang
29.138,20.49128888888889,228.67942222222223,53.92973556603279,54.389257637319936,41.54115104192943,matang
40.57075555555556,20.33848888888889,227.21377777777778,58.035816664139226,53.16796950070272,37.81298173842705,matang
31.703022222222224,28.40568888888889,224.95493333333334,56.110283309642945,65.00901915950577,41.80442842166631,matang
43.648044444444444,39.824755555555555,217.65324444444445,59.41951189595536,75.58200315217772,39.71748487793677,matang
38.915333333333336,37.43551111111111,216.29053333333334,59.26012401457005,74.72914928121637,44.67913944441335,matang
30.099422222222223,21.981066666666667,230.13186666666667,55.38059772258348,56.540058536463036,40.129100414426325,matang
23.71351111111111,23.702177777777777,232.06386666666666,46.03706781502741,58.704501168815895,34.25518304568424,matang
31.401022222222224,23.335866666666668,225.55017777777778,56.93570275182305,59.01175809601186,45.2232842432543,matang
37.03306666666667,31.59608888888889,217.48764444444444,62.40892863414835,66.26666775849168,49.05050257536412,matang
39.2624,29.104133333333333,219.82973333333334,55.874134262405654,63.73811802667399,42.17838135474934,matang
62.33617777777778,28.213466666666665,206.95306666666667,60.819607639236025,59.56397036225469,41.36332698761603,matang
33.04626666666667,26.237866666666665,225.3202222222222,51.88500225879879,62.17662116462175,42.415507540882,matang
42.239644444444444,24.921644444444443,224.8036888888889,62.89572104758639,58.57334504103213,38.766827683140654,matang
36.99928888888889,31.466266666666666,218.21155555555555,55.20918280649504,66.83672955507157,44.438703349198036,matang
